[17/06/2022 20:29:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[18/06/2022 21:24:13] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[18/06/2022 21:24:16] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 21:24:26] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 0], Params: [] 
[18/06/2022 21:25:43] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 21:25:45] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ gmshop/Armors.htm] 
[18/06/2022 21:25:46] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 21:25:47] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ gmshop/sets.htm] 
[18/06/2022 21:25:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_buy], Params: [ 9114] 
[18/06/2022 21:26:29] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_admin], Params: [] 
[18/06/2022 21:26:31] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [] 
[18/06/2022 21:26:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 21:26:34] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_moves], Params: [] 
[18/06/2022 21:26:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[18/06/2022 21:26:38] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [ 56095 -118952 -3290] 
[18/06/2022 21:26:50] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_enchant], Params: [] 
[18/06/2022 21:26:57] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setew], Params: [ 9] 
[18/06/2022 21:28:41] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [] 
[18/06/2022 21:28:48] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setclass], Params: [ 88] 
[18/06/2022 21:28:54] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[18/06/2022 21:28:56] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_remove_all_skills], Params: [] 
[18/06/2022 21:28:59] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[18/06/2022 21:29:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_give_all_skills], Params: [] 
[18/06/2022 21:30:33] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 21:35:05] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Soldier], Action: [admin_gmspeed 0], Params: [] 
[18/06/2022 21:35:09] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Soldier], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 21:35:33] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Soldier], Action: [admin_show_droplist], Params: [ 22007] 
[18/06/2022 22:23:06] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 22:27:48] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 22:27:49] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 22:27:50] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 22:27:51] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 22:27:51] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 79711 145488 -3499] 
[18/06/2022 22:28:00] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 22:28:01] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 22:28:02] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 22:28:03] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 22:28:03] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[18/06/2022 22:28:36] --> GM: XxClaudinhaxX [268477771], Target: [Dance], Action: [admin_gmspeed 0], Params: [] 
[18/06/2022 22:32:42] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[18/06/2022 22:34:24] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 22:34:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 22:35:14] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 0], Params: [] 
[18/06/2022 22:35:49] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[18/06/2022 22:35:54] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 22:36:34] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[18/06/2022 22:36:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 22:36:52] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 22:37:35] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 22:38:25] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 22:38:25] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 22:38:26] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 22:38:27] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 22:38:32] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[18/06/2022 23:15:20] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 23:15:25] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 23:15:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[18/06/2022 23:15:33] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_show_moves], Params: [] 
[18/06/2022 23:15:40] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/other.htm] 
[18/06/2022 23:15:45] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_show_moves], Params: [] 
[18/06/2022 23:17:18] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 23:17:24] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 23:17:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_show_moves], Params: [] 
[18/06/2022 23:17:31] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/locations/interlude.htm] 
[18/06/2022 23:17:33] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ teleports.htm] 
[18/06/2022 23:17:37] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/others/necat.htm] 
[18/06/2022 23:17:44] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ -19195 13501 -4898] 
[18/06/2022 23:18:10] --> GM: XxClaudinhaxX [268477771], Target: [Lesser Ancient Scout], Action: [admin_kill], Params: [] 
[18/06/2022 23:18:18] --> GM: XxClaudinhaxX [268477771], Target: [Crypt Preacher], Action: [admin_kill], Params: [] 
[18/06/2022 23:18:18] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Slayer], Action: [admin_kill], Params: [] 
[18/06/2022 23:18:23] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Royal Guard], Action: [admin_kill], Params: [] 
[18/06/2022 23:18:27] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Royal Guard], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:57] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Slayer], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:57] --> GM: XxClaudinhaxX [268477771], Target: [Lesser Ancient Scout], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:58] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Royal Guard], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:58] --> GM: XxClaudinhaxX [268477771], Target: [Crypt Preacher], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:58] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Slayer], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:58] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Slayer], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:59] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Royal Guard], Action: [admin_kill], Params: [] 
[18/06/2022 23:20:59] --> GM: XxClaudinhaxX [268477771], Target: [Lesser Ancient Scout], Action: [admin_kill], Params: [] 
[18/06/2022 23:21:00] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Royal Guard], Action: [admin_kill], Params: [] 
[18/06/2022 23:22:38] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 23:22:39] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 23:22:40] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 23:22:41] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 23:22:42] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[18/06/2022 23:23:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 23:23:57] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 23:23:58] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 23:24:01] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/dwarf_starting.htm] 
[18/06/2022 23:24:03] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 116551 -182493 -1525] 
[19/06/2022 7:13:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[19/06/2022 7:13:43] --> GM: XxClaudinhaxX [268477771], Target: [Underground Kobold Warrior], Action: [admin_kill], Params: [] 
[19/06/2022 7:13:49] --> GM: XxClaudinhaxX [268477771], Target: [Underground Kobold Warrior], Action: [admin_kill], Params: [] 
[19/06/2022 7:13:55] --> GM: XxClaudinhaxX [268477771], Target: [Underground Kobold Warrior], Action: [admin_enchant lhand +4], Params: [] 
[19/06/2022 7:14:04] --> GM: XxClaudinhaxX [268477771], Target: [Dead Pit Skeleton Archer], Action: [admin_kill], Params: [] 
[19/06/2022 7:14:04] --> GM: XxClaudinhaxX [268477771], Target: [Underground Kobold Warrior], Action: [admin_kill], Params: [] 
[19/06/2022 7:14:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[19/06/2022 7:14:54] --> GM: XxClaudinhaxX [268477771], Target: [Dead Pit Spartoi], Action: [admin_kill], Params: [] 
[19/06/2022 7:15:17] --> GM: XxClaudinhaxX [268477771], Target: [Dead Pit Horror], Action: [admin_kill], Params: [] 
[19/06/2022 7:16:16] --> GM: XxClaudinhaxX [268477771], Target: [Iron Ore Golem], Action: [admin_kill], Params: [] 
[19/06/2022 7:16:19] --> GM: XxClaudinhaxX [268477771], Target: [Greedy Geist], Action: [admin_kill], Params: [] 
[19/06/2022 7:16:19] --> GM: XxClaudinhaxX [268477771], Target: [Iron Ore Golem], Action: [admin_kill], Params: [] 
[19/06/2022 7:16:48] --> GM: XxClaudinhaxX [268477771], Target: [Dead Pit Horror], Action: [admin_kill], Params: [] 
[19/06/2022 7:16:48] --> GM: XxClaudinhaxX [268477771], Target: [Greedy Geist], Action: [admin_kill], Params: [] 
[19/06/2022 7:17:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[19/06/2022 7:17:28] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[19/06/2022 7:17:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[19/06/2022 7:17:30] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[19/06/2022 7:17:36] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[19/06/2022 7:34:13] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_enchant lhand +4], Params: [] 
[19/06/2022 7:34:18] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 10] 
[19/06/2022 7:34:19] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 11] 
[19/06/2022 7:34:20] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 12] 
[19/06/2022 7:34:21] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 13] 
[19/06/2022 7:34:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 14] 
[19/06/2022 7:34:24] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 15] 
[19/06/2022 8:01:24] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_enchant lhand +4], Params: [] 
[19/06/2022 8:01:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 10] 
[19/06/2022 8:01:30] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 5] 
[19/06/2022 8:10:15] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_enchant lhand +4], Params: [] 
[19/06/2022 8:10:18] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 7] 
[19/06/2022 8:10:20] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 8] 
[19/06/2022 8:10:21] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 9] 
[19/06/2022 8:10:24] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 10] 
[19/06/2022 8:10:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 11] 
[19/06/2022 8:10:28] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 12] 
[19/06/2022 8:10:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 13] 
[19/06/2022 8:10:31] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 14] 
[19/06/2022 8:10:32] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 15] 
[19/06/2022 8:10:33] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 16] 
[19/06/2022 8:10:35] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 17] 
[19/06/2022 8:10:36] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 18] 
[19/06/2022 8:10:38] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 19] 
[19/06/2022 8:10:39] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 20] 
[19/06/2022 8:10:40] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 21] 
[19/06/2022 8:10:42] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 22] 
[19/06/2022 8:10:43] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 25] 
[19/06/2022 8:13:46] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_itemcreate], Params: [] 
[19/06/2022 8:13:48] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[19/06/2022 8:13:50] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_buy], Params: [ 3002] 
[19/06/2022 8:14:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_enchant lhand +4], Params: [] 
[19/06/2022 8:14:58] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_setew], Params: [ 0] 
[19/06/2022 8:22:11] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_reload], Params: [] 
[19/06/2022 8:22:15] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ configs] 
[19/06/2022 8:22:21] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[19/06/2022 8:22:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_buy], Params: [ 3002] 
[19/06/2022 8:22:39] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[19/06/2022 8:22:41] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_buy], Params: [ 3002] 
[19/06/2022 8:25:19] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[19/06/2022 8:25:22] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 0], Params: [] 
[19/06/2022 8:26:43] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[19/06/2022 8:26:47] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:29:19] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[19/06/2022 8:33:56] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [] 
[19/06/2022 8:33:59] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:35:26] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[19/06/2022 8:35:29] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:35:54] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[19/06/2022 8:35:56] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:37:16] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[19/06/2022 8:37:18] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:38:05] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [] 
[19/06/2022 8:38:07] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:38:37] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [] 
[19/06/2022 8:38:40] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [ scripts_custom] 
[19/06/2022 8:40:04] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[19/06/2022 8:40:28] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[19/06/2022 8:42:11] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[19/06/2022 8:59:48] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[19/06/2022 8:59:50] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[19/06/2022 8:59:52] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[19/06/2022 8:59:54] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 123743 -75032 -2902] 
[19/06/2022 9:00:04] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[19/06/2022 9:01:01] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:01] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:01] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:02] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:02] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:08] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:08] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:08] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:22] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:23] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:23] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:23] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:33] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:34] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:34] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:34] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:34] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:01:52] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:05] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:05] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:08] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:41] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:41] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:42] --> GM: XxClaudinhaxX [268477771], Target: [Solina Lay Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:42] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:02:42] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Solina Lay Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Solina Lay Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:06] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:16] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Solina Lay Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Solina Lay Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:03:56] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
