[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:54] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:55] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:56] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:57] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:58] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:16:59] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:00] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[24/06/2022 21:17:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[24/06/2022 21:17:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
